,id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,picture_url,host_id,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,bathrooms_text,amenities,price,has_availability,calendar_last_scraped,first_review,last_review,accommodates,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3571,23026367,https://www.airbnb.com/rooms/23026367,2023-03-30,city scrape,Shangrila Grajales,Decoración art de cor<br />Clásica no ahí niños una mascota perro bulldog francés chico confortable cerca de polanquito Masaryk cruz roja mall pabellón Polanco jardines iglesias ⛪/ 🕍 sinagoga <br />🚌 bus metro 🚇 Uber. Taxi 🚕 súper Mercado,DESCONOCIDO,https://a0.muscache.com/pictures/806bfda9-7866-4fa3-82b1-9969bd67c536.jpg,https://a0.muscache.com/pictures/806bfda9-7866-4fa3-82b1-9969bd67c536.jpg,170856978,170856978,https://www.airbnb.com/users/show/170856978,Antonieta,2018-01-30,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,100%,f,https://a0.muscache.com/im/pictures/user/cda50715-705c-40bf-8c34-e2b38b85ad0d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cda50715-705c-40bf-8c34-e2b38b85ad0d.jpg?aki_policy=profile_x_medium,Polanco,"['email', 'phone']",t,f,DESCONOCIDO,Miguel Hidalgo,19.4369,-99.20763,Private room,Private room,1 private bath,"[""Elevator"", ""Smoke alarm"", ""Private entrance"", ""Wifi"", ""Breakfast"", ""Iron"", ""Washer"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Lock on bedroom door"", ""Security cameras on property"", ""First aid kit"", ""TV"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]","$1,000.00",t,2023-03-30,2018-02-11,2023-03-27,2,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,29,59,89,179,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,0,1,0,1.7
3605,23100799,https://www.airbnb.com/rooms/23100799,2023-03-29,city scrape,3br in Historic Mansion Steps from the Cathedral,"Architecturally important 17th century palace. This grand home sleeps up to 8 guests in 3 beautifully decorated, en-suite bedrooms and offers butler service.<br /><br />Delight in the use of this historical family manor, carefully restored with a prestigious art collection.  Pricing for all three bedrooms for your family or friends with gorgeous views of the Cathedral and Zocalo. Close to museums, dining & shopping.  Contact us for single bedroom pricing.<br /><br /><b>The space</b><br />The house on Seminario 12 is built on top of the remains of the Ceremonial Center of the Aztec City of Tenochtitlán.  The land was subdivided by Hernán Cortés and adjudicated to one of his lieutenants, Pedro de Maya However, the construction of the house as it can be seen now, dates 1626.<br /><br />This family residence belonged to two of the oldest estates of the Spanish colony, to that of Hernando de Avila during the first years of the century, and to the López de Peralta estate between 1624 and 175","The Historical Center of Mexico City is over 600 blocks.  Large parts of the Centro are safe, but some are not.  We encourage you to keep your valuables close, and to use uber services.  The plaza in front of the house empties up after 8pm, and we recommend that you keep your eyes open as a precaution.",https://a0.muscache.com/pictures/miso/Hosting-23100799/original/e4477d4a-60d3-4be2-aa06-d2f97c573a03.jpeg,https://a0.muscache.com/pictures/miso/Hosting-23100799/original/e4477d4a-60d3-4be2-aa06-d2f97c573a03.jpeg,103716258,103716258,https://www.airbnb.com/users/show/103716258,César Y Carolina,2016-11-14,"Mexico City, Mexico",We are a Mexico City based couple with four children.  Carolina is a documentary film producer and an activist.  Cesar is a visual artist and a designer.  We believe in the power of community and we are available to meet up with our guests to share information and contacts if they so require.  ,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/1887abbc-4979-4af4-afbf-57584e2d5981.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1887abbc-4979-4af4-afbf-57584e2d5981.jpg?aki_policy=profile_x_medium,DESCONOCIDO,['phone'],t,t,"Centro, Ciudad de México, Mexico",Cuauhtémoc,19.43409,-99.13191,Private room,Private room,6 baths,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Essentials"", ""Oven"", ""Breakfast"", ""Iron"", ""Microwave"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""Stove"", ""TV"", ""Backyard"", ""Hair dryer"", ""Cooking basics"", ""Babysitter recommendations"", ""Heating"", ""Cleaning available during stay"", ""Refrigerator"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Smoking allowed"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Private entrance"", ""Children\u2019s books and toys"", ""Wifi"", ""High chair"", ""Patio or balcony"", ""Pets allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Bathtub"", ""Carbon monoxide alarm"", ""Changing table"", ""City skyline view""]","$27,435.00",t,2023-03-29,2019-03-23,2022-10-31,8,2,30,2.0,2.0,30.0,30.0,2.0,30.0,28,58,88,363,2,1,0,5.0,5.0,5.0,5.0,4.5,5.0,4.0,1,0,1,0,0.04
4303,25868032,https://www.airbnb.com/rooms/25868032,2023-03-30,city scrape,Independent studio with private bathroom Coyoacan.,"Inside a beautiful house, in the hearth of Coyoacan. Walking distance from Frida s museum. Three blocks from  Main historic plazas. In a quite street Coffe shops restaurants, bars around  <br /><br /> Private bathroom, fullsize bed,  closet, microwave, minifridge, Coffe maker, induction Cooktop, potable water.<br /><br />External visitors are not allowed (without previous consent), if you invite external visitors this could result in being evicted or in the cancellation of your reservation<br /><br /><b>Other things to note</b><br />There is a laundry room on top of the house you can use it with previous permission.<br />100 pesos cost<br />5 dollars . Includes detergent<br /><br />200 pesos cost<br />10 dlls, additional cleaning during stay.",DESCONOCIDO,https://a0.muscache.com/pictures/8b479616-2335-4381-814b-0eebcbb0ce77.jpg,https://a0.muscache.com/pictures/8b479616-2335-4381-814b-0eebcbb0ce77.jpg,34171966,34171966,https://www.airbnb.com/users/show/34171966,Martha,2015-05-25,"Mexico City, Mexico",DESCONOCIDO,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/1ad6680a-49fd-4855-869c-843580ef3acb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1ad6680a-49fd-4855-869c-843580ef3acb.jpg?aki_policy=profile_x_medium,Coyoacán,"['email', 'phone']",t,t,DESCONOCIDO,Coyoacán,19.34903,-99.16493,Private room,Private room,1 private bath,"[""Wifi"", ""Cooking basics"", ""Iron"", ""Washer"", ""Microwave"", ""Free street parking"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Essentials"", ""Hangers"", ""Hot water"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Keypad"", ""Cleaning products"", ""Self check-in"", ""Hair dryer"", ""Coffee maker"", ""Bed linens"", ""Shampoo""]",$526.00,t,2023-03-30,2018-07-02,2023-03-27,2,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,19,49,79,354,82,22,2,4.85,4.89,4.82,4.87,4.79,4.93,4.76,3,2,1,0,1.42
4493,26639909,https://www.airbnb.com/rooms/26639909,2023-03-29,city scrape,Explore Mexico City on foot from a Junior Suite,"Explore Mexico City’s main avenue on foot, located 600 m from United States Embassy, 500m from The Angel of Independence, 1.7km away from Chapultepec Castle, and 11km from the Benito Juarez International Airport.<br />We offer 4-star accommodations and provide a 24-hour front desk, airport transfers upon request, free WiFi, air-conditioned rooms, coffee machine, safe box, flat-screen TV, and a private bathroom with a shower. <br />Master Suites include a kitchen with a microwave, fridge, and minibar.<br /><br /><b>Guest access</b><br />During your stay, you are welcome to use our outdoor pool and gym. This public gym is located on the 2 floor and is one of the most complete in the area; we offer yoga, dance, and pilate classes.","Explore Mexico City’s main avenue on foot, located 600 m from United States Embassy, 500m from The Angel of Independence, 1.7km away from Chapultepec Castle, and 11km from the Benito Juarez International Airport.<br />Enjoy Mexican culture, food, and history through these streets",https://a0.muscache.com/pictures/d04d5bba-52d3-458a-b945-793f1c6dabfb.jpg,https://a0.muscache.com/pictures/d04d5bba-52d3-458a-b945-793f1c6dabfb.jpg,111031291,111031291,https://www.airbnb.com/users/show/111031291,Juan Jose,2017-01-11,"Mexico City, Mexico",Somos un hotel cerca de el ángel de la independencia. ¡Somos buenos anfitriones y solo nos importa tu comodidad ! Escríbenos si tienes dudas y reserva aquí. ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/bcefce00-026f-4e23-a3c0-6a7805861458.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bcefce00-026f-4e23-a3c0-6a7805861458.jpg?aki_policy=profile_x_medium,Colonia Cuauhtémoc,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.42712,-99.17129,Room in hotel,Private room,1 shared bath,"[""Shared outdoor pool - available all year, open specific hours"", ""Smoke alarm"", ""Flo body soap"", ""Flo shampoo"", ""Luggage dropoff allowed"", ""Single level home"", ""Long term stays allowed"", ""55\"" HDTV with Amazon Prime Video, Netflix, standard cable"", ""Coffee"", ""Security cameras on property"", ""Host greets you"", ""Essentials"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill"", ""Extra pillows and blankets"", ""Mini fridge"", ""Iron"", ""Safe"", ""AC - split type ductless system"", ""Flo conditioner"", ""Hot water"", ""Paid street parking off premises"", ""Lock on bedroom door"", ""Hair dryer"", ""Elevator"", ""Shower gel"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Books and reading material"", ""Bed linens"", ""Free parking garage on premises \u2013 1 space"", ""Private entrance"", ""Wifi"", ""Pets allowed"", ""Coffee maker: drip coffee maker, Nespresso"", ""Portable heater"", ""Carbon monoxide alarm"", ""Shared sauna"", ""Sun loungers"", ""Clothing storage: wardrobe""]","$2,142.00",t,2023-03-29,2018-07-29,2022-10-31,2,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,15,3,0,4.6,4.53,4.73,4.73,4.6,4.73,4.73,4,0,4,0,0.26
4960,28525346,https://www.airbnb.com/rooms/28525346,2023-03-29,city scrape,Villas y Suites Real Azteca,Somos un hotel ubicado a un costado del estadio azteca. Sobre avenida principal.<br />Trabajamos para brindarte el mejor servicio.,Nos encontramos ubicados justo a lado del Estadio Azteca,https://a0.muscache.com/pictures/miso/Hosting-28525346/original/ced6203e-58d6-43c2-8210-53eb89e8a3dd.jpeg,https://a0.muscache.com/pictures/miso/Hosting-28525346/original/ced6203e-58d6-43c2-8210-53eb89e8a3dd.jpeg,159787885,159787885,https://www.airbnb.com/users/show/159787885,Claudia,2017-11-22,"Cuernavaca, Mexico",DESCONOCIDO,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/d31638cd-3d42-4e01-b04a-3de169e585e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d31638cd-3d42-4e01-b04a-3de169e585e4.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Coyoacán,19.3045,-99.14553,Room in hotel,Private room,1 private bath,"[""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Wifi"", ""Iron"", ""Self check-in"", ""Hot water"", ""Shampoo"", ""Clothing storage"", ""Fire extinguisher"", ""Long term stays allowed"", ""Air conditioning"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Body soap"", ""Books and reading material"", ""Bed linens"", ""Essentials""]","$1,521.00",t,2023-03-29,2018-12-17,2022-12-11,2,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,364,18,4,0,4.61,4.44,4.78,4.83,4.44,4.94,4.5,2,0,2,0,0.35
5653,31307371,https://www.airbnb.com/rooms/31307371,2023-03-30,city scrape,Hab. VALLARTA,"La Habitación VALLARTA está diseñada para un MÍNIMO de 3 PERSONAS y un MÁXIMO de 6 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-31307371/original/351673dc-b166-4b86-9a1a-1baf27ffadfb.jpeg,https://a0.muscache.com/pictures/miso/Hosting-31307371/original/351673dc-b166-4b86-9a1a-1baf27ffadfb.jpeg,234325486,234325486,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,DESCONOCIDO,DESCONOCIDO,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,DESCONOCIDO,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Mini fridge"", ""Iron"", ""Washer"", ""Breakfast"", ""Luggage dropoff allowed"", ""Self check-in"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoking allowed"", ""Building staff"", ""TV"", ""Security cameras on property"", ""Essentials""]",$914.00,t,2023-03-30,2019-04-04,2022-04-28,6,1,30,1.0,1.0,30.0,30.0,1.0,30.0,22,51,81,295,5,1,0,3.8,4.0,4.6,4.2,4.2,4.4,3.4,12,0,0,0,0.1
5660,31307837,https://www.airbnb.com/rooms/31307837,2023-03-29,city scrape,Hab. CANCUN,"La Habitacion CANCÚN está diseñada para un MÍNIMO de 2 PERSONAS y un MÁXIMO de 4 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-31307837/original/3726840d-02f6-4867-b446-2ba34fe56ca6.jpeg,https://a0.muscache.com/pictures/miso/Hosting-31307837/original/3726840d-02f6-4867-b446-2ba34fe56ca6.jpeg,234325486,234325486,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,DESCONOCIDO,DESCONOCIDO,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,DESCONOCIDO,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Breakfast"", ""Iron"", ""Washer"", ""TV with Netflix"", ""Luggage dropoff allowed"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoking allowed"", ""Building staff"", ""Self check-in"", ""Security cameras on property"", ""Essentials""]",$650.00,t,2023-03-29,2022-02-17,2022-02-17,4,1,30,1.0,1.0,30.0,30.0,1.0,30.0,12,42,72,287,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,12,0,0,0,0.07
5667,31826983,https://www.airbnb.com/rooms/31826983,2023-03-29,city scrape,Mejor precio habitacion individual comoda exl serv,"Habitación con baño privado grande. Es una habitación espacios con una cama individual, escritorio y buro. El baño es muy grande.<br /><br />15 minutos caminando a Clinica 4 y 8 de IMSS.<br /><br />Estamos muy bien localizados con vias de acceso, fácil y cerca del metro, metrobus, periférico, insurgentes, revolución, UNAM, ITAM, U. Del V. de México, Pedregal, FERMATA, Televisa San Angel.<br /><br /><b>The space</b><br />La casa es una propiedad grande, espaciosa y ventilada.<br /><br />Nuestras habitaciones son economicos con servicios incluidos de aqua, luz y Wifi. Ademas, ofrece muchos servicios extra: Servicios de lavanderia, planchado, limpieza y alimentos.<br /><br /><b>Other things to note</b><br />La habitación está en el segundo piso.","San Ángel es un pueblo originario de la alcaldía Álvaro Obregón, en la Ciudad de México, asociado estrechamente por motivos históricos, urbanísticos y funcionales a los barrios de Tizapán, Chimalistac, Altavista, y Tlacopac.",https://a0.muscache.com/pictures/e1482797-7352-4ff8-9269-a35c36dc7095.jpg,https://a0.muscache.com/pictures/e1482797-7352-4ff8-9269-a35c36dc7095.jpg,185535296,185535296,https://www.airbnb.com/users/show/185535296,Eduardo,2018-04-21,"Hidalgo, Mexico",DESCONOCIDO,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f33d6c51-d948-43ca-be9c-f6dfb0714a4f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f33d6c51-d948-43ca-be9c-f6dfb0714a4f.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,19.33975,-99.20108,Private room,Private room,1 private bath,"[""Wifi"", ""Hangers"", ""Essentials""]",$579.00,t,2023-03-29,2019-02-25,2022-05-20,1,2,30,2.0,2.0,30.0,30.0,2.0,30.0,0,27,57,147,10,3,0,5.0,5.0,5.0,4.8,5.0,5.0,4.8,7,0,7,0,0.2
5679,31311837,https://www.airbnb.com/rooms/31311837,2023-03-30,city scrape,ACAPULCO,"La Habitacion ACAPULCO está diseñada para un MÍNIMO de 3 PERSONAS y un MÁXIMO de 5 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-31311837/original/7f41537e-3c63-46dd-b7ad-806aaa3e7710.jpeg,https://a0.muscache.com/pictures/miso/Hosting-31311837/original/7f41537e-3c63-46dd-b7ad-806aaa3e7710.jpeg,234325486,234325486,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,DESCONOCIDO,DESCONOCIDO,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,DESCONOCIDO,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,1 private bath,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Paid parking lot on premises \u2013 5 spaces"", ""Long term stays allowed"", ""Cleaning products"", ""Outdoor dining area"", ""Board games"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Mosquito net"", ""Breakfast"", ""Mini fridge"", ""Iron"", ""Microwave"", ""Hot water"", ""Cooking basics"", ""Refrigerator"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Building staff"", ""Self check-in"", ""Paid washer \u2013 In unit"", ""Wifi"", ""32\"" TV with Netflix"", ""Pets allowed"", ""Dishes and silverware"", ""Shampoo""]",$914.00,t,2023-03-30,2019-02-03,2022-10-23,4,1,30,1.0,1.0,30.0,30.0,1.0,30.0,24,53,83,266,8,1,0,4.25,4.38,4.38,4.13,4.25,4.25,4.38,12,0,0,0,0.16
5681,31312409,https://www.airbnb.com/rooms/31312409,2023-03-30,city scrape,Hab. TAJIN,"La Habitación TAJÍN está diseñada para un MÍNIMO de 3 PERSONAS y un MÁXIMO de 6 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-31312409/original/fb81c3ae-f5a1-4b9d-a322-21dc400a6bc9.jpeg,https://a0.muscache.com/pictures/miso/Hosting-31312409/original/fb81c3ae-f5a1-4b9d-a322-21dc400a6bc9.jpeg,234325486,234325486,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,DESCONOCIDO,DESCONOCIDO,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,DESCONOCIDO,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Mini fridge"", ""Iron"", ""Washer"", ""Breakfast"", ""Luggage dropoff allowed"", ""Hangers"", ""Hot water"", ""Shampoo"", ""HDTV with Netflix"", ""Fire extinguisher"", ""Smoking allowed"", ""Long term stays allowed"", ""Building staff"", ""Self check-in"", ""Security cameras on property"", ""Essentials""]","$1,200.00",t,2023-03-30,2019-01-10,2019-11-30,4,1,30,1.0,1.0,30.0,30.0,1.0,30.0,20,49,79,293,6,0,0,3.83,4.0,4.67,4.5,4.17,4.17,4.17,12,0,0,0,0.12
5682,31312417,https://www.airbnb.com/rooms/31312417,2023-03-29,city scrape,COZUMEL,"Our spaces are comfortable since we can make you feel at home, our staff is very well qualified to give you a pleasant attention.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-31312417/original/6b2d8fd5-e284-411d-a39d-78060bc0e3f7.jpeg,https://a0.muscache.com/pictures/miso/Hosting-31312417/original/6b2d8fd5-e284-411d-a39d-78060bc0e3f7.jpeg,234325486,234325486,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,DESCONOCIDO,DESCONOCIDO,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,DESCONOCIDO,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,1 private bath,"[""Smoke alarm"", ""TV with Netflix"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Hot water"", ""Cooking basics"", ""Washer"", ""Hangers"", ""Fire extinguisher"", ""Smoking allowed"", ""Building staff"", ""Self check-in"", ""Wifi"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shampoo""]",$686.00,t,2023-03-29,2019-06-16,2023-03-04,4,1,30,1.0,1.0,30.0,30.0,1.0,30.0,21,51,81,296,7,1,1,4.57,4.71,4.43,5.0,5.0,4.86,4.71,12,0,0,0,0.15
5683,31314962,https://www.airbnb.com/rooms/31314962,2023-03-30,city scrape,LOS CABOS,"La Habitación LOS CABOS está diseñada para un MÍNIMO de 1 PERSONA y un MÁXIMO de 3 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-31314962/original/587bfcf0-e861-45fc-8eec-33722b6a0671.jpeg,https://a0.muscache.com/pictures/miso/Hosting-31314962/original/587bfcf0-e861-45fc-8eec-33722b6a0671.jpeg,234325486,234325486,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,DESCONOCIDO,DESCONOCIDO,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,DESCONOCIDO,Miguel Hidalgo,19.45702,-99.17842,Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Wifi"", ""Iron"", ""TV with Netflix"", ""Hangers"", ""Fire extinguisher"", ""Smoking allowed"", ""Building staff"", ""Self check-in"", ""Essentials""]",$893.00,t,2023-03-30,2019-11-18,2022-07-24,3,1,30,1.0,1.0,30.0,30.0,1.0,30.0,24,53,83,266,4,2,0,4.0,3.75,4.0,4.0,4.0,3.5,4.0,12,0,0,0,0.1
